Continente;cod continente;Pa�s;cod pais;UF;cod uf;Via;cod via;ano;M�s;cod mes;Chegadas
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Outubro;10;28
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Outubro;10;0
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Novembro;11;24
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Novembro;11;0
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Dezembro;12;6
America Central e Caribe;2;Honduras;17;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Janeiro;1;48
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Fevereiro;2;70
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Marco;3;77
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Abril;4;22
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Maio;5;15
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Junho;6;3
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Julho;7;12
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Agosto;8;23
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Setembro;9;6
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Outubro;10;66
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Novembro;11;186
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Dezembro;12;107
Europa;6;Hungria;71;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Fevereiro;2;1
Continente n�o especificado;8;Pa�ses n�o especificados;93;Parana;16;Terrestre;2;2023;Marco;3;1
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Janeiro;1;15
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Fevereiro;2;8
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Marco;3;31
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Abril;4;30
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Maio;5;24
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Junho;6;14
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Julho;7;8
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Agosto;8;10
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Setembro;9;15
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Outubro;10;96
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Novembro;11;24
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Dezembro;12;78
asia;5;�ndia;44;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Janeiro;1;2
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Fevereiro;2;1
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Marco;3;2
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Abril;4;20
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Maio;5;1
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Junho;6;4
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Julho;7;10
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Agosto;8;1
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Setembro;9;0
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Outubro;10;3
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Novembro;11;7
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Dezembro;12;12
asia;5;Indonesia;45;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Fevereiro;2;0
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Marco;3;2
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Abril;4;22
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Junho;6;2
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Agosto;8;0
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Setembro;9;20
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Dezembro;12;52
asia;5;Ir�;46;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Setembro;9;1
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Janeiro;1;74
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Fevereiro;2;96
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Marco;3;150
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Abril;4;81
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Maio;5;103
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Junho;6;71
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Julho;7;117
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Agosto;8;96
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Setembro;9;101
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Outubro;10;117
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Novembro;11;168
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Dezembro;12;121
Europa;6;Irlanda;72;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Janeiro;1;28
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Fevereiro;2;30
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Marco;3;6
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Maio;5;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Junho;6;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Julho;7;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Agosto;8;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Setembro;9;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Janeiro;1;1071
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Fevereiro;2;2751
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Marco;3;440
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Abril;4;254
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Maio;5;111
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Junho;6;61
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Julho;7;68
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Agosto;8;118
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Setembro;9;166
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Outubro;10;105
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Novembro;11;41
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Dezembro;12;99
asia;5;Israel;47;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Janeiro;1;218
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Fevereiro;2;189
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Marco;3;506
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Abril;4;315
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Maio;5;186
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Junho;6;138
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Julho;7;234
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Agosto;8;982
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Setembro;9;299
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Outubro;10;631
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Novembro;11;1433
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Dezembro;12;1026
Europa;6;Italia;73;Parana;16;Terrestre;2;2023;Dezembro;12;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Abril;4;1
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Maio;5;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Junho;6;1
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Julho;7;1
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Setembro;9;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Outubro;10;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Outubro;10;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Novembro;11;3
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Novembro;11;0
America Central e Caribe;2;Outros pa�ses;22;Parana;16;Terrestre;2;2023;Dezembro;12;1
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Janeiro;1;30
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Fevereiro;2;53
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Marco;3;115
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Abril;4;75
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Maio;5;119
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Junho;6;69
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Julho;7;59
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Agosto;8;179
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Setembro;9;128
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Outubro;10;107
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Novembro;11;121
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Dezembro;12;151
asia;5;Jap�o;48;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Fevereiro;2;2
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Setembro;9;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Fevereiro;2;2
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Marco;3;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Abril;4;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Julho;7;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Agosto;8;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Outubro;10;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;3
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Janeiro;1;0
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Janeiro;1;3
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Fevereiro;2;33
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Marco;3;29
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Abril;4;8
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Maio;5;9
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Junho;6;4
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Julho;7;0
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Agosto;8;4
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Setembro;9;0
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Outubro;10;4
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Novembro;11;46
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Dezembro;12;12
Europa;6;Let�nia;74;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Fevereiro;2;2
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Abril;4;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Junho;6;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Julho;7;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Agosto;8;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Setembro;9;2
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;L�bano;49;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Junho;6;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Julho;7;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Agosto;8;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Setembro;9;4
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;1
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Janeiro;1;13
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Fevereiro;2;7
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Marco;3;10
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Abril;4;6
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Maio;5;12
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Junho;6;7
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Julho;7;4
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Agosto;8;25
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Setembro;9;5
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Outubro;10;21
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Novembro;11;55
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Dezembro;12;41
Europa;6;Litu�nia;75;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Janeiro;1;3
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Fevereiro;2;6
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Marco;3;6
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Abril;4;11
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Maio;5;7
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Junho;6;4
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Julho;7;2
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Agosto;8;12
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Setembro;9;9
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Outubro;10;13
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Novembro;11;8
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Dezembro;12;13
Europa;6;Luxemburgo;76;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Janeiro;1;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Maio;5;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Junho;6;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Julho;7;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Setembro;9;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;3
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;9
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Janeiro;1;5
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Fevereiro;2;5
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Marco;3;23
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Abril;4;34
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Maio;5;36
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Junho;6;26
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Julho;7;6
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Agosto;8;4
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Setembro;9;22
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Outubro;10;19
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Outubro;10;0
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Novembro;11;37
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Dezembro;12;42
asia;5;Malasia;50;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Janeiro;1;3
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Fevereiro;2;3
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Marco;3;17
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;9
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Maio;5;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Junho;6;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Julho;7;8
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Agosto;8;11
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Setembro;9;7
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;4
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;8
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;2
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;0
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Janeiro;1;1
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Fevereiro;2;5
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Marco;3;0
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Abril;4;1
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Maio;5;3
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Junho;6;1
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Julho;7;8
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Agosto;8;6
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Setembro;9;1
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Outubro;10;1
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Outubro;10;0
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Novembro;11;5
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Novembro;11;0
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Dezembro;12;2
africa;1;Marrocos;6;Parana;16;Terrestre;2;2023;Dezembro;12;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Janeiro;1;1
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Agosto;8;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Novembro;11;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Novembro;11;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Dezembro;12;2
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Janeiro;1;274
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Fevereiro;2;150
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Marco;3;383
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Abril;4;690
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Maio;5;516
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Junho;6;482
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Julho;7;507
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Agosto;8;616
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Setembro;9;628
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Outubro;10;867
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Outubro;10;0
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Novembro;11;902
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Novembro;11;0
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Dezembro;12;962
America do Norte;3;Mexico;25;Parana;16;Terrestre;2;2023;Dezembro;12;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Agosto;8;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Dezembro;12;1
africa;1;Mo�ambique;7;Parana;16;Terrestre;2;2023;Julho;7;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Fevereiro;2;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Maio;5;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Janeiro;1;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Agosto;8;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;3
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Janeiro;1;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Fevereiro;2;4
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Marco;3;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Abril;4;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Maio;5;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Setembro;9;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Outubro;10;20
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Dezembro;12;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Abril;4;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Julho;7;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Setembro;9;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Outubro;10;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;1
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Novembro;11;0
Europa;6;Outros pa�ses;89;Parana;16;Terrestre;2;2023;Dezembro;12;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Maio;5;0
africa;1;Outros pa�ses;11;Parana;16;Terrestre;2;2023;Novembro;11;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Maio;5;1
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Julho;7;0
asia;5;Outros pa�ses;56;Parana;16;Terrestre;2;2023;Outubro;10;1
America Central e Caribe;2;Nicaragua;18;Parana;16;Terrestre;2;2023;Janeiro;1;5
America Central e Caribe;2;Nicaragua;18;Parana;16;Terrestre;2;2023;Fevereiro;2;2
