"customer_id","idade_cliente"
"6B8DBCB5167D",39
"49D0A3E8EBB4",52
"6600FBBCA513",77
"1BF4EE8DE926",78
"FBF3755F8D84",52
"C5CCE42D924E",28
"AC823329FC19",41
"EF3AE83FEDA7",31
"85E6CD6EF4DD",34
"3FFC5A624056",29
"12B24A2B2558",64
"C93504D4AB0F",24
"15F3F4AEB2A0",31
"AD559005306C",42
"37772C5D7835",59
"64C3B54DED1A",31
"0CD60873EE54",26
"B34D9BE0F781",55
"9EC81E30C671",27
"96F80B68E930",79
"5BACADE14662",38
"6A80196B3ADB",40
"06875459ED28",47
"006A9ABEDE2D",40
"AE6173CE3BA4",45
"CF9CE5789187",71
"39840D9CC1BE",29
"9CFA7E2E8840",27
"F2D7C7948B74",62
"92EF8AA6B493",71
"FF62E28205ED",31
"DCC1C5FF2B37",38
"3776641B9F4B",30
"BD8FF7E31AB3",71
"36C438E1584E",63
"94D0F11052E9",35
"52C3FD2DA6EA",53
"3306DCB38EC3",29
"A90FCCE7274C",43
"36E4ED47EDD6",59
"79D02B80EB7C",68
"99A3BDED31DC",40
"CF0C9BE6C245",39
"C1F834041550",76
"EC53BA6E9175",48
"C0BE87F61A56",22
"CE93D8295B4E",30
"79D37601D136",21
"E350F3FFB65D",28
"4919DBA60A2F",48
"B9571E5DEB56",44
"FBF3E0C8E96E",35
"2001211C3574",59
"BE7E2BBF3AD3",59
"13AE8ED4007D",24
"59021DD8CD5D",32
"2E4FE8F4DCAC",52
"E22D89A4EBBF",71
"606B12BFA782",31
"579FE3AFB472",36
"5848434255EF",30
"65F05A10254E",24
"FADA41ABDD90",51
"EB3C254D14AB",26
"388748B1E4EC",68
"D7B640FB72AF",32
"294D9262ABD0",33
"D0218DD98425",46
"293E297C6E89",49
"50FE9722318B",36
"23884DCA5066",25
"433126C29374",64
"575F17282936",46
"D08878280C7F",60
"2591F8680983",24
"2B0D44A873C5",45
"AEF729FDA4A5",24
"F7F7F256BFA4",56
"829B4895B34A",26
"3258C4AF4876",43
"59C3280A066E",45
"D5367B07F654",28
"B1DC6582308D",54
"96787F20698D",75
"3F9C32203511",50
"A6E40BFF0ED6",34
"A3736FCF13C2",41
"3D82A3DD7CC0",25
"0FC4856CA152",34
"9CB6D5D64508",39
"630AC8CDAFCF",40
"9D89A145609E",55
"E00813667D17",43
"0FDF77572C84",42
"A40359803D2B",39
"B7086EEEF6DC",49
"887E6EC351A4",70
"364B841B9049",37
"1DF30C9EBFEE",30
"CB7B095C197B",51
"1CC0890E8658",39
"176D2BEDB27D",49
"7B673D550CE0",81
"0E94C3378AEA",35
"090A61041E50",33
"4EFB7C2A92EC",77
"8EA73FB5A3F1",61
"6BBEA5E1DFF1",41
"50B1A2FF48E1",30
"E8603DCA8457",41
"12C16F82AFA8",28
"1967EFC614CF",41
"91B01FAE95B2",40
"22A6485CEB24",78
"E369D9DE481B",34
"2AC7F75F2FC4",29
"F45078AAB565",55
"2720AEAFD069",42
"EBE731F89016",58
"850FFBDEBF8D",77
"8FE91A8F1771",44
"B952CBAC1B46",21
"6914880C9B9D",55
"3531F10399BD",21
"434E5E0CF826",38
"3D3F0617574F",50
"B7D35600786C",41
"498547C11D96",26
"3ADAD2C0F1CD",44
"54081A9EDA6C",24
"0BE63DE93C35",29
"815E0FCAB759",33
"B7A7A5024DE1",23
"9B43012E0994",43
"AC7734D21BC0",49
"C8515057AD59",56
"FD42787105AD",24
"4A50A22C99C0",56
"372B51EF14C0",40
"29F61D5EBD74",50
"5025F03D94C2",27
"8BA93C195F6B",46
"E949088458B9",25
"33F1605242BE",31
"48102F880350",31
"82E37C68CCDF",32
"B6B2AAA99A57",37
"994DC350031E",46
"40E0B22C4972",82
"24AF82D3EF7D",80
"E2E70E15E8F6",77
"1BCC47DA4951",74
"E79D4D110599",42
"411764E2D11C",71
"FA3FCDC8FDEE",27
"CF9EF36A482D",25
"91AFFA4143C2",49
"25811AEE7BC8",56
"85B1C70EE6D8",30
"FA780F847247",37
"91B00CD5E893",28
"15543AC09B69",56
"3299173505B7",35
"299158DBCDDE",78
"32846E9D1B7E",81
"2A85B900EA7A",43
"97523431DD5C",23
"7E41E1FD6F5C",33
"D82C22E381AD",57
"38D06FEA0F8D",54
"AE37066A37F4",43
"D14E0D9121D0",24
"B9982A088998",65
"38F70A2940EB",67
"996A6DEF7C79",54
"277729601F8F",52
"54D7CE136A7D",23
"B911924E96E9",64
"B675A9DCDD44",28
"76459E2397F1",37
"FC540465BDEB",55
"594A51DA6AFE",40
"F5F3909E93F5",74
"DFBF040C489D",43
"01095E5AC8C1",73
"DF2A3E5C5461",73
"2DF703C42E30",23
"AAA486759868",33
"D1A947C4AD5F",39
"A55E1C44144A",67
"8E80D3C027BE",32
"3D696237934E",81
"68ACF38E8F74",39
"509E56CFE688",56
"44CB24205735",61
"F5DB73AF146B",76
"5149D35F141E",65
"A44C98D50F50",30
"756B9C3B7B02",30
"BCEE43561C0B",44
"2D40EC0562AD",66
"117959399B37",34
"E9C3A7572349",38
"4565DC816957",42
"6225F72B9FA4",26
"3D14678FB86A",52
"FA5221207914",37
"15F2AFFE8D8E",77
"60461BE2E8F4",53
"9639FD26061D",40
"C7952C34DB9D",63
"33CE3369CE0E",25
"D45748B67F12",77
"30B61D76FF3B",22
"DAC95EFF55F3",33
"C116715C600D",52
"F913C4C10814",32
"C82739AD5E96",81
"92A987E4DC1C",66
"C873714558D0",22
"FADC2AD384D6",31
"DB061B634038",28
"3F32FF0BF7B7",39
"24A7A3265780",38
"985DCB40C973",40
"584E8784F426",25
"3518C7A4B1DE",51
"0C06A656842A",21
"6789A2AD9DE8",38
"5AA9FFC7A450",71
"DB9B19661AF3",45
"C24B93E547BE",31
"6EC8A0A81FF7",54
"0276FE086E3F",67
"BBA24F7E0E88",23
"7A83F56A7272",51
"60FEDD1858F6",67
"4BF52BC607BF",41
"613166F34F1A",77
"1FA5967BFD30",34
"1CD9D6D29730",54
"FB5F5629EC0F",69
"C29663CE9D86",58
"997CC13C4A13",51
"7614CD7B64D8",30
"E3666331BFB1",33
"031802A56109",38
"592298813A0E",70
"05BAF7C265B4",59
"A5E8DD82F2A9",25
"124303121547",65
"4F83C2D8DAC0",41
"9F449A1F6451",36
"7B1B405DC553",24
"2F9D9DCB4EC2",48
"F4DDDB91F795",26
"C222AF52C633",21
"615285C5F6E6",21
"DC81DB8DE030",32
"9C173F3DBB14",44
"5363CAD64FCF",20
"2F431E612862",59
"17999B295E8B",49
"9F62ABA00D29",38
"C0CC15552A17",66
"F84FFC39BE66",49
"98EE0C9ECEFB",46
"8D4FB368C4CC",81
"69D7D9DC0A81",64
"D21D68A6A850",48
"0C80D9F8935B",40
"B747BE75F435",54
"BA77861871D7",61
"5D99174CAF70",43
"70E67A1965CA",36
"657141724E31",40
"DB55096993C1",46
"607835E40FA2",49
"5A0AA0A69177",30
"20F9B3396F5E",60
"E57756FBB7E2",37
"98BD0C8E5876",37
"72BE1D2CE762",46
"C535DEF19687",29
"BB8211725C9A",34
"9224647C2ADB",24
"A45ABFE8F3E7",62
"52A25554AC0C",25
"7ADE8612B54A",60
"EBDFCEAD92D6",42
"6D4CD520539B",61
"62AE4243CFE4",39
"3B8F8226723C",62
"F11A2925EE7F",60
"DF7431197F14",46
"39DDAED97A7C",74
"BC95772DA8F6",57
"6B66F7FA6E45",52
"4D8B7703EDBB",33
"2A474ECBD559",65
"3666E1D1FAC7",36
"D7513FD76C02",55
"0BCC83F8F8D5",76
"018E817DD169",69
"915C4EAB63D9",80
"A3FFB71711AD",25
"CD326CDDC0B6",29
"FD1FA2E8B981",58
"6C4433CCC05E",33
"DC2A53F2B408",54
"A898821808B7",46
"677899CDA8ED",25
"6675AE81A879",42
"77B7E36540C0",73
"2FBA2E2C45C1",22
"EE9948E82573",55
"5797AFAEA6FE",56
"DA1D8FCEBAC7",57
"94FDF52DC5CA",69
"625C6AAE682F",34
"A5E19190DFB4",33
"C10C9A6C744E",40
"F7402F9AEC07",38
"1D65E562E091",82
"41845F7CFBB5",62
"33782795200B",35
"4AA416310D70",69
"D324E08B2690",75
"E00375694EAD",35
"486D8A45E373",46
"AD85B4863F19",55
"3ED85BAF45D4",25
"4119AC59D9DC",75
"CD2E349F0D63",55
"CF95A0230E0E",32
"9A2597B1FCE9",74
"A545A776AC75",29
"480D51119ABB",44
"FC2F00531F72",51
"BD1558827F34",67
"FFDDDA2C5F2F",38
"375DC2C62C4C",48
"DF71DD7DAE32",24
"9875A1283EA8",54
"2709F1CD901B",27
"5E29F9B7B626",40
"BFB2155C4626",27
"857FBC77508D",26
"77725A502225",23
"25179D3F3ABD",61
"6C0C9C43623A",50
"49ABE91B3AD5",34
"A2D7486B5BD4",28
"EB8E0E7CAB42",77
"1F40E4D6219F",32
"68986D2A917F",39
"E306CA05928C",46
"55F57557B156",69
"3F4460965D5A",53
"D733D58BC4CF",29
"7CD486F7D8EE",50
"F87F079FEEDA",34
"AF6325F264BB",36
"AA0B7A8381E5",45
"42FBB35BB7BF",39
"1AB2BB429DD6",36
"D22D6A783214",34
"366B1BCEBA64",46
"B7B2A41438E6",25
"ADDE07436CC7",39
"6A0A0FD03D57",53
"6A92F84B486C",26
"3607C105DCB7",31
"77BBAF69CBA4",41
"254AC9DF3D17",80
"4680FDC66141",52
"A6E582D44184",60
"EE6C297AA5FA",50
"2DB0B172D600",49
"6EF2019CE21A",45
"A97FE8FCE349",23
"6F150A803F7E",37
"B0D3F5F59198",37
"B879644FA06A",53
"2C09724448F6",34
"74B7034607D2",58
"59DC9D96BC77",50
"D7C2857D378E",41
"788539F8A397",41
"221BAB84672C",67
"94CF736ED6FE",39
"08C7BA9178FC",46
"1CCC2136F250",27
"10BFB946F396",48
"3D70DD1E3702",30
"677558012761",26
"71DDF9ACF950",55
"1BBC627D8159",25
"16AD7DF28AA6",72
"6698F009D4F3",80
"21C0E5CCB6E2",29
"6CAE8200C211",33
"BAE31F4F9FF4",53
"C76484251AC5",56
"8209E83BA6AC",33
"FA72A1CD7B84",40
"243BA95CE393",25
"1FF7EC90816A",29
"E7220F0C34D3",25
"6C077CA65152",28
"A2DB9543176A",53
"D6D051523ED6",39
"F2ACDEDE944E",38
"2C53F03D3D6D",60
"B7EA49D77DC1",32
"1C541DFEE952",50
"E4FB5927AD0C",40
"5835F0194D27",40
"4695F1781085",33
"92948DD374F3",73
"F044AF27CF4A",31
"2757A6E09A0D",53
"92CA1CB4609B",58
"C4F68553A4A4",74
"C8ED25BD3A78",25
"0533D0464923",32
"B82CF238F1FC",38
"4F823C1AA23D",24
"7F829B271C2E",60
"EED2D0ECF066",25
"58C24F44190A",23
"9473F42E55A4",73
"3923605D7587",46
"6C3422044FC5",31
"8A713AE78FBC",41
"25763D328F46",51
"35C4C750929A",54
"B297EA5AAB2A",44
"1F81CCEDD01F",61
"EEA6C0CB6984",28
"EDD4287038B2",31
"30115B57497F",51
"C2A511329BB6",29
"48493378590E",46
"495947E0F5C1",45
"A97347548373",24
"0E231DEF351A",73
"79935F22737B",42
"D3190783E3FC",41
"6352B4359B91",73
"12189A60FCE5",32
"8B46C6664718",45
"7F0CEFA443F0",65
"0D108064C899",44
"15578FCC8699",30
"1BA93527397C",80
"BFEDF335401A",76
"60B5CB932FB0",69
"94B5A9D79A4F",41
"2C97B6CFC3B0",56
"9DD0F3A25995",23
"0467B47AEE36",30
"DD716F357036",76
"C9FF57030EA0",38
"877D263A654D",31
"B217108DB0C1",39
"66458817F7A6",28
"862946E4738F",28
"8E0BB174CF8E",68
"37C1485CC13B",46
"1B43AAC835BE",77
"7D25C3D7B8DC",66
"A782B1C68F4A",44
"A7714B403828",41
"520A88D78F4C",49
"DB11A8412737",41
"8B3790B710E5",74
"E1CC3C308CD0",29
"89CC50DE2383",29
"1941FD4DCEE8",32
"754E0151E19F",36
"EA8F1DDFD06E",37
"4BA2D550FD8C",61
"DFBE5B583071",34
"08EFE7B5B963",38
"7DF48A7D87D2",61
"9A54772132AB",48
"A7E6F70942BC",30
"27C1A1C9732E",30
"B71705756375",33
"8C42BD13F1B0",48
"8EB1D34EC61C",76
"691F26A45482",82
"72319A97CF63",25
"5D31CAF46472",39
"842F45CA79FC",26
"D87C7D34E6CB",47
"BC4090DF4734",24
"B6A35C85A4D1",35
"3B81183743AB",76
"60F0025A2A79",41
"804E80E9D9CD",52
"C958B5EC2047",66
"2D12AF58D9DA",42
"731265215DA4",22
"EC24DEFB1BC5",43
"F4918453EE8C",30
"B61A41571458",31
"AD35ED99E6D4",28
"211DF0297AAC",52
"E472EA7B208C",21
"04A1D8C885DE",48
"770AC48AB50E",27
"2176A117C7D0",26
"B00BC663BFF6",36
"D451B2C69FBC",34
"8FD013C5606A",42
"38156C1E9882",60
"0414301194CC",30
"2E5A074CCF32",48
"1D53C4AAF263",33
"144110B512ED",42
"CC52AA8BE5E2",37
"AF621819D1EE",70
"F1C1519929A1",76
"664E16027318",21
"43164654C78B",80
"8CEB5F03033E",52
"A0802EE1EB74",62
"C3A90ABD0127",28
"8134C8BD8784",39
"5A2239C24878",37
"9506AC020FED",76
"78A3814F7E27",23
"F6E00F3D683C",26
"7648E9021F1B",23
"24960721D06C",61
"DB5C832EA133",61
"149BA7AC1CF4",26
"1BD535E91537",56
"26E34311E782",45
"B846932BB01C",27
"711155692B3C",29
"F3B3FA7BE143",42
"341DE338A1B2",67
"00F8EF35DDF7",72
"D7554178A491",29
"AAAE26314E2D",67
"337EF35C2943",68
"5FBF90BC7D74",29
"6C3747FFC369",39
"5A73AA0DF684",23
"AD7F564CD2F6",24
"DE01799DA29D",26
"58861C21BE76",34
"FBDA93CC4549",64
"1AE73CA6F353",39
"B17D4FFDF2F2",78
"52C7CD276B9F",27
"86E9560A3FD2",30
"93910C614388",81
"DDF58E17A0C1",32
"0A8A5C88157E",29
"BD1C1EF95A53",33
"4E9ECE516575",21
"ABD77B2E9FC5",71
"EA2A52887776",36
"C4D526F91BBF",29
"80B4CD25A620",26
"AB44EC028E58",54
"486D08E32039",42
"FE6DEE8B6451",76
"B94D73BE97FC",47
"25F93F0EB358",27
"DDC3E2FD205F",63
"5C7C2F8B41AB",59
"640DC9773BFC",47
"BF418EDF1DAB",24
"35CFAEE3BDB3",76
"5CDDCE563D34",46
"D8623C2C5E90",46
"D55E9642CEBF",66
"D4EC3B9DBAA7",32
"252000F5D91D",29
"43479B6B2390",27
"22C439A2AE42",54
"EFD267239D07",42
"96E496099A57",71
"BDCCA1140464",52
"2F28D9239009",41
"87DACFBB2E94",75
"7078583E6A9B",36
"FB6D437BD802",64
"2377ABF3CBDE",33
"6FC9D5656762",24
"237B0B298DBC",42
"C10F2A2CAFE0",25
"CB793FED9E94",60
"42A2DB1C37D3",42
"3056622FDE75",76
"181FB86B91AF",36
"710A09C3290A",32
"2477B9FA5071",22
"32F58DA66415",32
"F821606BC77E",78
"0E5371D00958",77
"942EEAD5B6ED",74
"4B42BBC50329",24
"548D0A1C88E9",31
"EA207D02D098",59
"3345E3D6CCF9",40
"1FF3B6EE9052",30
"D16CF2D9A638",53
"47E267F896B1",32
"F61736D02D4E",36
"58B607550BCE",33
"B166E5040D92",64
"0A74DD3B6829",57
"EFDA5A897D6E",38
"80960E5B88C6",51
"92BC9064679D",25
"B0E3F8AA5BAB",43
"BD0055D0BABD",29
"C2A7085888F0",30
"67784F55B4B6",71
"D5B6CC36B107",26
"A3B192485685",26
"2990976AC0C7",46
"05BB0228E2D3",48
"524568CFF679",50
"0808AC97847B",34
"715638C94120",26
"EBD4D38FB40D",39
"4DB64B2C0077",68
"595B0C217360",47
"CF1E17855EF6",34
"DF4A37FCDB2D",59
"DF82EDCFCDEA",24
"FB14057E27A8",78
"A46EC2102922",41
"2BCB3E1E0737",72
"E08779775644",27
"899B1F4077E1",29
"11E5B8039A2E",46
"A4EF250FC412",25
"0EBA4DAF9E21",43
"D480E4AFFB3B",52
"5DC0DB50B7D0",33
"EC83E112D7DB",27
"FB606F8FCF8D",82
"CF942BAEFC11",34
"774D0CA1E12D",61
"1B1E5C0488ED",38
"B7A70AB2E38E",38
"59FC86922AB3",45
"D3C36B5DE399",48
"EE463CE32983",47
"44610E4B2BD3",23
"5F45908EE9B0",28
"77A14252183F",42
"8994E76BED0D",44
"EF1CD6C428F4",77
"B986C61A3CE7",38
"50EF931DEDE2",64
"25DB209593D6",23
"0089872DEB7C",57
"3938FDB45591",31
"6921973E885F",59
"0D13287352CC",30
"C214D82E42C1",27
"BDE7C44C9873",73
"45F0CD08DDAB",79
"BACE26AFC21A",60
"EB7655F9A5C0",31
"A92156842E15",34
"D6C736FE497F",23
"92DDA22C4F7C",39
"02E2EED5E24C",26
"8B32083727B0",27
"1E1717E2F188",24
"0F2EDDA14C5B",51
"CA95A79BF9B8",75
"DEC106F0FC4A",49
"041FFEDBE039",41
"3105206120EF",22
"74AF63FFFD99",73
"2F38EE10C229",55
"6C391DA6E304",57
"216437DCF6B9",60
"F51B38713DBA",71
"28258EA59F9F",22
"258C3EE04918",59
"1C4A9C2F370E",47
"F66D605244ED",67
"14A666D59E8E",60
"490FBE7BA0F1",21
"BD83B5452CE1",28
"22DBEBFF1AAC",45
"A791A7AFFEFA",46
"AF884E6F77EC",29
"97999D734A77",49
"D517DC9BF4CB",72
"D761BC5263BF",39
"9ADC82792E80",30
"ADBB849E46B2",69
"DA765A37343D",24
"CF50D84D9761",70
"3A0B407EDD18",50
"DCBB6F8B6276",62
"F35B8E2E86DA",50
"6F02EF5A5E93",76
"4C97D94AA8BB",52
"262F442F5D2B",27
"270F915C8753",49
"A222AD7EC8B6",31
"D407B4116333",51
"415377587655",26
"B83D8F6D6E09",32
"54E306E76000",81
"718099BE9652",66
"22EBF13656B0",23
"4E3B727D967F",29
"F10A564F3CA0",74
"15C86A567F84",52
"ACD903E6D917",46
"6E1DFC76A8A9",77
"8EE5C3A20712",76
"15DBA4C6D1C2",39
"A3408B2BEDF0",26
"BE5B040F78C9",25
"DFF8E0BB378B",60
"77E94EB2D60A",36
"FE5EEED05227",27
"78B1D1900F12",70
"2ACC700C7830",75
"1933A2DB6BE6",23
"CE5DE1F3DFDF",54
"EC96D78812E2",37
"18C2C7E635CE",73
"76935452F79E",72
"4268E233C947",68
"2AA8076B7198",41
"093E41CD7262",40
"36AC021037B4",82
"E82948C37C6F",35
"EADBDF589EE2",23
"E671106496A2",63
"DD80289BDFBE",46
"5BC217034882",29
"24BB907A39B8",68
"D877B744B87F",32
"59E7C347F1D0",53
"8C53CBE76F1C",57
"FA53EC7DBE40",38
"FE4AB0B4C572",31
"0EB9F6F14DE8",35
"3A522058B237",63
"A201C6A3CA7D",24
"AFA0A701ADB6",37
"69ACBB0407AA",44
"8C82219D1214",22
"CAAB2F87CA7E",24
"A884F5228B54",77
"FC9431C1B693",49
"040D88CF437A",31
"23011EA54DE9",41
"2FB9A5FC1B2E",56
"1094D55B56A2",29
"5B53257DD798",58
"06EC92849D5B",45
"88314C8AEC70",80
"7AFE1A0A3C04",64
"56999A8ED727",42
"31C99B671837",31
"EEA5C1E1CBB4",27
"A36E10AA8C73",41
"5FA2505FFB7D",38
"4484CF3576D5",29
"1D58579A3477",22
"17135D5FC06A",71
"55A37B672DF9",30
"C135D9CC5BB0",64
"8307FD03883C",45
"738DFE850586",48
"FFDF2F687C57",28
"7944B69BAB6C",45
"C318C2E92EB8",36
"43918C3E157D",28
"F8C9B264C0D1",40
"C7F334A5E4B7",81
"6E2ED332A6C2",59
"7BAE835C3F55",47
"0FDE707DD342",36
"109507EF6320",81
"776E579586EA",37
"BBDE4F6C32AC",31
"C30CD6B92B20",65
"4FE659C152FF",70
"86181193B1EE",82
"67A5AE1983DE",31
"CAEE6E76163E",37
"799F7706CE86",64
"4E124C7D0EF9",38
"EA5FE6DD8889",35
"E697E3A415FC",42
"75B359876B65",49
"431EDA2E20DD",23
"75E5980C02DC",68
"8A80062401AA",64
"4699CF667980",73
